Codigo_Accidente;Formulario;Fecha_Acc;AA_Acc;Codigo_Vehiculo;Clase;Servicio;Modalidad;Vehiculo_Viajaba_Clasificado;Tipo_SITP;Con_Bicicleta;Con_Carga;Con_Embriaguez;Con_Huecos;Con_Menores;Con_Moto;Con_Peaton;Con_Persona_Mayor;Con_Rutas;Con_Tpi;Con_Tpp;Con_Velocidad;Con_Sitp;Con_Troncal;Con_Alimentador;Con_Zonal;Con_Provisional;Con_Articulado;Con_Biarticulado;Con_Padron_Dual
10593123;A001571487;30/06/2023;2023;1;Camion, Furgon;Publico;;CARGA;;SI;SI;;;;;;;;;;;;;;;;;;
10593123;A001571487;30/06/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;SI;;;;;;;;;;;;;;;;;;
10593124;A001572570;02/07/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;SI;;;;;;;;;
10593124;A001572570;02/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;SI;;;;;;;;;
10593124;A001572570;02/07/2023;2023;3;Bus;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;;;;;;;SI;;;;SI;SI;;;;;;;;;
10593125;A001572643;30/06/2023;2023;1;Camion, Furgon;Publico;;CARGA;;;SI;;;;;;;;;;;;;;;;;;
10593125;A001572643;30/06/2023;2023;2;Automovil;Particular;;LIVIANO;;;SI;;;;;;;;;;;;;;;;;;
10593125;A001572643;30/06/2023;2023;3;Automovil;Particular;;LIVIANO;;;SI;;;;;;;;;;;;;;;;;;
10593126;A001572437;01/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593126;A001572437;01/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593126;A001572437;01/07/2023;2023;3;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593127;A001572737;02/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;SI;;;;;;;;;;;;
10593127;A001572737;02/07/2023;2023;2;Camioneta;Publico;Pasajeros - Individual;LIVIANO;;;;;;;;;SI;;;;;;;;;;;;
10593128;A001571796;30/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10593129;A001572798;02/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10593129;A001572798;02/07/2023;2023;2;Camion, Furgon;Publico;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10593130;A001572407;02/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593130;A001572407;02/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593131;A001571485;01/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10593131;A001571485;01/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10593132;A001572524;01/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593132;A001572524;01/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593133;A001572770;01/07/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10593134;A001572483;01/07/2023;2023;1;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10593134;A001572483;01/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10593135;A001572739;01/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593135;A001572739;01/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593136;A001572727;01/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;SI;;;;;;;;;;;;
10593136;A001572727;01/07/2023;2023;2;Campero;Particular;;LIVIANO;;;;;;;;;SI;;;;;;;;;;;;
10593137;A001572376;01/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;SI;;SI;;;;;;;;;;;;;;
10593137;A001572376;01/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;SI;;SI;;;;;;;;;;;;;;
10593138;A001572789;01/07/2023;2023;1;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10593138;A001572789;01/07/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10593138;A001572789;01/07/2023;2023;3;Automovil;Sin información;;LIVIANO;;SI;;;;;;;;;;;;;;;;;;;
10593139;A001572644;01/07/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10593140;A001571999;01/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593140;A001571999;01/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593141;A001572579;01/07/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593141;A001572579;01/07/2023;2023;2;Campero;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593141;A001572579;01/07/2023;2023;3;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593141;A001572579;01/07/2023;2023;4;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593142;A001572726;01/07/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10593142;A001572726;01/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10593872;A001573551;22/07/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;;SI;SI;;;;;;;;;;;;
10593873;A001573521;22/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10593873;A001573521;22/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10593874;A001573550;21/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593874;A001573550;21/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593874;A001573550;21/07/2023;2023;3;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593875;A001573247;20/07/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10593875;A001573247;20/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10593876;A001573441;21/07/2023;2023;1;Automovil;Sin información;;LIVIANO;;;;;;;;SI;SI;;;;;;;;;;;;
10593877;A001573516;22/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10593877;A001573516;22/07/2023;2023;2;Camioneta;Publico;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10593877;A001573516;22/07/2023;2023;3;Automovil;Sin información;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10593878;A001573707;22/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10593879;A001573248;22/07/2023;2023;1;Camion, Furgon;Publico;;CARGA;;;SI;;;;;SI;;;;;;;;;;;;;
10593880;A001573525;22/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593880;A001573525;22/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593881;A001573400;23/07/2023;2023;1;Motocicleta;Oficial;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593882;A001573559;22/07/2023;2023;1;Automovil;Sin información;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10593883;A001573479;21/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593883;A001573479;21/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593884;A001573577;22/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593884;A001573577;22/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593885;A001573492;22/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593885;A001573492;22/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593886;A001573385;20/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593886;A001573385;20/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593887;A001573560;22/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593887;A001573560;22/07/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593888;A001573624;22/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593888;A001573624;22/07/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593889;A001573558;21/07/2023;2023;1;Camion, Furgon;Publico;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10593889;A001573558;21/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10593890;A001572959;21/07/2023;2023;1;Tractocamion;Publico;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10593890;A001572959;21/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10593891;A001572347;21/07/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10593891;A001572347;21/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10593892;A001573512;20/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10593892;A001573512;20/07/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10593893;A001573520;22/07/2023;2023;1;Automovil;Particular;;LIVIANO;;SI;;;;;;;;;;;;;;;;;;;
10593893;A001573520;22/07/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10593894;A001573652;22/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10593894;A001573652;22/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10593895;A001572020;21/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593895;A001572020;21/07/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593896;A001573758;23/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10593896;A001573758;23/07/2023;2023;2;Automovil;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10593897;A001573115;19/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;SI;;;;;;;;;;;;;
10593898;A001573328;19/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593898;A001573328;19/07/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10593899;A001573299;24/07/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;SI;;SI;;;;;;;;;;
10593899;A001573299;24/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;SI;;;;;;;;;;
10593900;A001573376;19/07/2023;2023;1;Automovil;Sin información;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10593901;A001573555;22/07/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;;SI;;SI;;;;;;;;;;
10593901;A001573555;22/07/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;;;;;;SI;;SI;;;;;;;;;;
10593902;A001573443;23/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10593903;A001572779;23/07/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;SI;SI;;;;SI;;;;;;;;;;
10593903;A001572779;23/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;SI;;;;;;;;;;
10593904;A001573418;23/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10593904;A001573418;23/07/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10593905;A001573536;24/07/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10593905;A001573536;24/07/2023;2023;2;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10593906;A001573655;23/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;;;SI;;;;;;;;;;
10593906;A001573655;23/07/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;;;;SI;;;;;;;;;;
10593907;A001572933;24/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593907;A001572933;24/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10593908;A001573625;22/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10593908;A001573625;22/07/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10593909;A001573684;23/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10593910;A001573654;22/07/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;SI;SI;;SI;;;;;;;;;;
10593911;A001573481;23/07/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;;;;;;;;;;;SI;;SI;;SI;;;;;
10593912;A001573444;24/07/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;SI;;;;;;;SI;;SI;;;;;;;;;;
10593912;A001573444;24/07/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;SI;;SI;;;;;;;;;;
10593913;A001573690;24/07/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10593913;A001573690;24/07/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10593914;A001573509;23/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10593914;A001573509;23/07/2023;2023;2;Camion, Furgon;Publico;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10593915;A001573065;24/07/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;BIARTICULADO;;;;;;;SI;;;;SI;;SI;SI;;;;;SI;
10593916;A001573689;24/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10593917;A001573499;22/07/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;SI;;SI;;;;;;;;;;;;;
10593918;A001573041;24/07/2023;2023;1;Bus;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;SI;SI;;;SI;;SI;;;SI;;;;
10593919;A001573543;26/07/2023;2023;1;Camion, Furgon;Publico;;CARGA;;SI;SI;;;;;;;;;;;;;;;;;;
10593919;A001573543;26/07/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;SI;;;;;;;;;;;;;;;;;;
10593920;A001571261;22/07/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10593921;A001573780;24/07/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10594674;A001575191;11/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10594674;A001575191;11/08/2023;2023;3;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10594675;A001572845;11/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594675;A001572845;11/08/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594676;A001575144;12/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10594676;A001575144;12/08/2023;2023;2;Cuatrimoto;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10594677;A001574072;10/08/2023;2023;1;Bus;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;ZONAL;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10594677;A001574072;10/08/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10594678;A001575159;11/08/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;;;;;;;SI;;;;;;;;
10594679;A001575216;13/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10594679;A001575216;13/08/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10594680;A001574097;11/08/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;PADRON DUAL;;;;;;;;;;;SI;;SI;SI;;;;;;SI
10594681;A001575172;13/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594681;A001575172;13/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594682;A001573771;11/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594682;A001573771;11/08/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594683;A001575217;13/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594683;A001575217;13/08/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594684;A001573892;10/08/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594684;A001573892;10/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594685;A001575060;13/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594685;A001575060;13/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594687;A001575062;13/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10594687;A001575062;13/08/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10594688;A001575377;18/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594689;A001575006;10/08/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10594689;A001575006;10/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10594690;A001573730;13/08/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;SI;;;;;;;;
10594690;A001573730;13/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;SI;;;;;;;;
10594691;A001575239;12/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;SI;;;SI;;SI;;;SI;;;;
10594691;A001575239;12/08/2023;2023;2;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;SI;;;SI;;SI;;;SI;;;;
10594692;A001575207;12/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594692;A001575207;12/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594693;A001574101;15/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594693;A001574101;15/08/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594694;A001573606;10/08/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10594694;A001573606;10/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10594695;A001573763;17/08/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;;SI;SI;;;;;;;;;;;;
10594696;A001575042;10/08/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;SI;;SI;;;;;;;;;;
10594696;A001575042;10/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;SI;;;;;;;;;;
10594697;A001575061;10/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594697;A001575061;10/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594699;A001575133;12/08/2023;2023;1;Automovil;Oficial;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594699;A001575133;12/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594700;A001572662;13/08/2023;2023;1;Campero;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10594701;A001575101;12/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594701;A001575101;12/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594702;A001575116;11/08/2023;2023;1;Bus;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;ZONAL;SI;;;;SI;;;;;;SI;;SI;;;SI;;;;
10594702;A001575116;11/08/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;SI;;;;;;SI;;SI;;;SI;;;;
10594703;A001572907;11/08/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ARTICULADO;;;;;;;;;;;SI;;SI;SI;;;;SI;SI;
10594703;A001572907;11/08/2023;2023;2;Bus;Publico;;TRANSPORTE DE PASAJEROS;BIARTICULADO;;;;;;;;;;;SI;;SI;SI;;;;SI;SI;
10594704;A001575127;11/08/2023;2023;1;Bus;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10594705;A001571020;11/08/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;SI;;;SI;;SI;;;SI;;;;
10594706;A001573004;11/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;SI;;;;;;;;;;;;
10594707;A001573607;12/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;SI;;;;;;;;;;;;
10594708;A001575136;13/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;SI;;;;;;;;;;;;;;;
10594709;A001575102;13/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10594710;A001574066;11/08/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10594711;A001573370;12/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594711;A001573370;12/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594712;A001572582;12/08/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10594713;A001575218;12/08/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594713;A001575218;12/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594714;A001575197;12/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;SI;;;SI;;SI;;;;;;;;;;;;
10594714;A001575197;12/08/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;SI;;;SI;;SI;;;;;;;;;;;;
10594715;A001574198;11/08/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594715;A001574198;11/08/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594716;A001573978;10/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10594716;A001573978;10/08/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10594717;A001574011;12/08/2023;2023;1;Motocicleta;Publico;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10594717;A001574011;12/08/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10594718;A001573977;09/08/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10594718;A001573977;09/08/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;;;;;;;;;;;;;
10594719;A001573897;07/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10594719;A001573897;07/08/2023;2023;2;Automovil;Oficial;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10594719;A001573897;07/08/2023;2023;3;Camioneta;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10594720;A001575126;11/08/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;SI;;;;;;;;;;
